{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 18, 'answer': 19}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 45, 'answer': 46}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 36, 'answer': 37}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 16, 'answer': 17}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 40, 'answer': 41}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 17, 'answer': 18}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 27, 'answer': 28}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 32, 'answer': 33}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 46, 'answer': 47}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 28, 'answer': 29}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 30, 'answer': 31}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 14, 'answer': 15}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 36, 'answer': 37}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 32, 'answer': 33}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 27, 'answer': 28}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 47, 'answer': 48}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 39, 'answer': 40}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 30, 'answer': 31}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 17, 'answer': 18}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 38, 'answer': 39}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 25, 'answer': 26}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 46, 'answer': 47}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 11, 'answer': 12}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 41, 'answer': 42}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 32, 'answer': 33}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 32, 'answer': 33}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 48, 'answer': 49}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 18, 'answer': 19}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 42, 'answer': 43}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 13, 'answer': 14}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 47, 'answer': 48}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 31, 'answer': 32}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 45, 'answer': 46}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 29, 'answer': 30}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 23, 'answer': 24}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 16, 'answer': 17}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 24, 'answer': 25}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 23, 'answer': 24}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 37, 'answer': 38}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 15, 'answer': 16}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 46, 'answer': 47}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 37, 'answer': 38}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 13, 'answer': 14}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 50, 'answer': 51}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 13, 'answer': 14}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 22, 'answer': 23}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 29, 'answer': 30}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 46, 'answer': 47}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 12, 'answer': 13}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 18, 'answer': 19}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 32, 'answer': 33}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 39, 'answer': 40}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 18, 'answer': 19}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 10, 'answer': 11}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 20, 'answer': 21}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 46, 'answer': 47}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 27, 'answer': 28}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 29, 'answer': 30}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 38, 'answer': 39}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 31, 'answer': 32}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 25, 'answer': 26}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 39, 'answer': 40}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 16, 'answer': 17}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 19, 'answer': 20}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 17, 'answer': 18}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 26, 'answer': 27}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 32, 'answer': 33}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 48, 'answer': 49}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 40, 'answer': 41}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 27, 'answer': 28}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 12, 'answer': 13}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 47, 'answer': 48}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 23, 'answer': 24}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 11, 'answer': 12}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 33, 'answer': 34}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 14, 'answer': 15}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 15, 'answer': 16}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 28, 'answer': 29}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 23, 'answer': 24}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 37, 'answer': 38}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 49, 'answer': 50}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 29, 'answer': 30}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 35, 'answer': 36}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 19, 'answer': 20}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 47, 'answer': 48}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 11, 'answer': 12}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 19, 'answer': 20}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 37, 'answer': 38}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 29, 'answer': 30}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 47, 'answer': 48}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 28, 'answer': 29}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 44, 'answer': 45}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 48, 'answer': 49}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 15, 'answer': 16}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 10, 'answer': 11}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 23, 'answer': 24}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 24, 'answer': 25}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 40, 'answer': 41}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 13, 'answer': 14}
{'name': 'Add1', 'info': 'Add 1 to the number', 'payload': 19, 'answer': 20}
{'name': 'Divide2', 'info': 'Divide the number by 2', 'payload': 344, 'answer': 172.0}
{'name': 'Divide2', 'info': 'Divide the number by 2', 'payload': 360, 'answer': 180.0}
{'name': 'Divide2', 'info': 'Divide the number by 2', 'payload': 294, 'answer': 147.0}
{'name': 'Divide2', 'info': 'Divide the number by 2', 'payload': 246, 'answer': 123.0}
{'name': 'Divide2', 'info': 'Divide the number by 2', 'payload': 238, 'answer': 119.0}
{'name': 'Divide2', 'info': 'Divide the number by 2', 'payload': 268, 'answer': 134.0}
{'name': 'Divide2', 'info': 'Divide the number by 2', 'payload': 284, 'answer': 142.0}
{'name': 'Divide2', 'info': 'Divide the number by 2', 'payload': 344, 'answer': 172.0}
{'name': 'Divide2', 'info': 'Divide the number by 2', 'payload': 380, 'answer': 190.0}
